# This file was written from pixieBinParser2.py and was
# parsed from Proximity_scan_120814_0042.bin. The file has been reformatted.
# It was written on May 18, 2015


# pixieBinParser2.py was written by Anders Priest.


Time		E0	E1	E2	E3	E4	E5	E6	E7	

950545185540	4093.0	1177.0	417.0	178.0	69.0	70.0	85.0	104.0	
950547193357	-29.0	-16.0	-41.0	-22.0	934.0	1818.0	366.0	134.0	
950548048791	37.0	30.0	105.0	317.0	163.0	46.0	8.0	8.0	
950549288546	-12.0	57.0	527.0	1.0	869.0	293.0	63.0	7.0	
950549432728	11.0	19.0	26.0	96.0	99.0	89.0	157.0	345.0	
950549501643	12.0	44.0	125.0	882.0	113.0	290.0	939.0	4177.0	
950551765379	1.0	24.0	127.0	907.0	2025.0	260.0	60.0	14.0	
950552611583	2256.0	863.0	246.0	166.0	196.0	64.0	12.0	1.0	
950552788581	1373.0	1925.0	2569.0	3931.0	61.0	118.0	459.0	1644.0	
950554511600	23.0	5.0	-9.0	8.0	-18.0	-11.0	16.0	-5.0	
950555310468	231.0	154.0	9.0	12.0	-8.0	5.0	35.0	342.0	
950555569713	35.0	78.0	144.0	811.0	2267.0	884.0	222.0	89.0	
950555861655	84.0	73.0	195.0	948.0	151.0	262.0	975.0	1814.0	
950556397150	9.0	3.0	-24.0	16.0	237.0	82.0	40.0	-4.0	
950556774781	18.0	8.0	10.0	55.0	21.0	17.0	38.0	39.0	
950557138426	9.0	47.0	102.0	266.0	243.0	1319.0	456.0	116.0	
950557682674	381.0	111.0	32.0	24.0	41.0	11.0	-10.0	-5.0	
950559068725	19.0	23.0	95.0	900.0	1587.0	416.0	133.0	65.0	
950559091629	69.0	28.0	108.0	925.0	309.0	1277.0	1294.0	256.0	
950559356419	124.0	206.0	500.0	1793.0	2532.0	6527.0	3716.0	1230.0	
950560134384	39.0	16.0	9.0	17.0	254.0	105.0	60.0	5.0	
950560697530	0.0	3.0	50.0	4.0	118.0	20.0	-42.0	0.0	
950561716501	-7.0	29.0	-20.0	-4.0	167.0	1010.0	215.0	34.0	
950562323673	-3.0	15.0	0.0	5.0	-42.0	-27.0	-23.0	-21.0	
950563890401	280.0	376.0	485.0	553.0	336.0	104.0	53.0	12.0	
950564635808	-3.0	-3.0	7.0	-2.0	947.0	5332.0	1865.0	463.0	
950565519127	1861.0	298.0	80.0	44.0	190.0	646.0	2716.0	296.0	
950566102097	58.0	4.0	-13.0	-20.0	89.0	110.0	90.0	135.0	
950566957147	42.0	31.0	122.0	837.0	17.0	23.0	19.0	21.0	
950567305348	35.0	142.0	580.0	284.0	15.0	13.0	17.0	28.0	
950567775575	40.0	-5.0	115.0	867.0	269.0	122.0	46.0	21.0	
950568843286	-14.0	1.0	99.0	885.0	461.0	120.0	16.0	-22.0	
950569417619	-185.0	19.0	15775.0	5095.0	1888.0	276.0	96.0	35.0	
950570210297	23.0	20.0	19.0	32.0	7704.0	1224.0	375.0	147.0	
950572768257	-1.0	-1.0	128.0	891.0	1478.0	9727.0	2631.0	694.0	
950573081954	636.0	179.0	84.0	72.0	480.0	1415.0	231.0	89.0	
950574209372	8.0	72.0	146.0	897.0	64.0	164.0	556.0	2780.0	
950575383444	-8.0	-12.0	25.0	-9.0	401.0	116.0	38.0	-4.0	
950576942176	20927.0	5928.0	2199.0	977.0	85.0	59.0	46.0	21.0	
950577632897	-2.0	14.0	8.0	-2.0	-5.0	48.0	139.0	624.0	
950578833619	2.0	43.0	10.0	12.0	-7.0	-12.0	-2.0	-2.0	
950579257020	33.0	1.0	25.0	8.0	93.0	555.0	196.0	28.0	
950579294318	38.0	-8.0	16.0	-26.0	4864.0	1316.0	475.0	185.0	
950582170318	0.0	-18.0	-35.0	-21.0	1158.0	209.0	47.0	28.0	
950584497476	294.0	1305.0	1228.0	276.0	41.0	152.0	373.0	1696.0	
950584711713	54.0	102.0	135.0	322.0	970.0	565.0	436.0	305.0	
950585343585	5.0	-12.0	-1.0	33.0	307.0	2296.0	701.0	685.0	
950585301959	17.0	-6.0	13.0	5.0	158.0	815.0	469.0	92.0	
950586059898	-6.0	-27.0	4.0	-25.0	76.0	140.0	278.0	1218.0	
950586376879	45.0	213.0	792.0	1576.0	192.0	91.0	38.0	43.0	
950586399724	-1262.0	118.0	176.0	164.0	112.0	19.0	34.0	7.0	
950586720043	-1.0	-15.0	-19.0	-11.0	149.0	575.0	494.0	122.0	
950589177221	125.0	6.0	-2.0	-18.0	10.0	12.0	-32.0	33.0	
950590830318	703.0	730.0	154.0	25.0	380.0	184.0	45.0	30.0	
950590965500	-52.0	-25.0	-31.0	-37.0	541.0	179.0	24.0	13.0	
950591944492	18.0	150.0	774.0	1497.0	54.0	283.0	1558.0	612.0	
950593450079	-5.0	-1.0	17.0	22.0	1714.0	6312.0	12199.0	1997.0	
950594397602	4.0	43.0	91.0	820.0	-17.0	-13.0	-20.0	-5.0	
950595766081	65.0	11.0	23.0	-10.0	43.0	193.0	822.0	951.0	
950595738541	-3.0	1.0	-14.0	-9.0	75.0	4.0	-12.0	-14.0	
950595973006	-6.0	-31.0	-14.0	-57.0	260.0	1116.0	128.0	62.0	
950597693279	1169.0	163.0	28.0	-5.0	28.0	51.0	189.0	855.0	
950598044436	5.0	2.0	-29.0	-32.0	842.0	207.0	63.0	12.0	
950598336481	14.0	52.0	98.0	871.0	194.0	59.0	3.0	10.0	
950598373993	-25.0	38.0	100.0	858.0	1306.0	318.0	107.0	60.0	
950598730015	99.0	132.0	252.0	1953.0	19.0	58.0	220.0	1196.0	
950599012443	-31.0	-8.0	-44.0	11.0	136.0	19.0	7.0	-12.0	
950601404966	-65.0	-14.0	-17.0	-7.0	154.0	25.0	-7.0	-6.0	
950601867566	2177.0	861.0	373.0	297.0	-6.0	9.0	0.0	7.0	
950604285894	1014.0	194.0	59.0	-2.0	129.0	298.0	2179.0	335.0	
950605766293	80.0	281.0	1000.0	5508.0	160.0	640.0	872.0	165.0	
950606262591	579.0	158.0	65.0	26.0	3.0	-5.0	-10.0	-3.0	
950608435166	-9.0	-4.0	0.0	22.0	-15.0	166.0	21.0	34.0	
950609372101	95.0	94.0	146.0	239.0	74.0	240.0	1291.0	732.0	
950610047397	152.0	654.0	2263.0	275.0	109.0	37.0	-21.0	-15.0	
950610393327	47.0	4.0	21.0	-5.0	95.0	470.0	603.0	105.0	
950610859246	-37.0	-10.0	29.0	18.0	1235.0	559.0	151.0	37.0	
950611955598	35.0	-5.0	13.0	0.0	99.0	136.0	462.0	3023.0	
950612148259	30.0	71.0	9.0	8.0	238.0	125.0	44.0	66.0	
950612434742	2440.0	467.0	182.0	105.0	143.0	61.0	24.0	8.0	
950613607928	30.0	20.0	121.0	873.0	41.0	156.0	581.0	3303.0	
950613729824	51.0	82.0	186.0	439.0	129.0	1346.0	98.0	27.0	
950615453537	-267.0	-216.0	-206.0	204.0	190.0	147.0	172.0	576.0	
950616760009	-240.0	-227.0	15.0	28.0	181.0	462.0	1872.0	2246.0	
950617197943	-262.0	-201.0	-10.0	-21.0	103.0	32.0	-10.0	-24.0	
950617290391	37.0	-200.0	15.0	12.0	-17.0	-9.0	-32.0	-17.0	
950618269028	-10.0	-188.0	59.0	-15.0	837.0	246.0	156.0	532.0	
950619138874	57.0	-216.0	125.0	924.0	25.0	83.0	270.0	1125.0	
950619652355	12.0	-192.0	17.0	47.0	58.0	39.0	28.0	15.0	
950620082207	-15.0	-201.0	415.0	1170.0	166.0	54.0	27.0	0.0	
950622097543	-13.0	-235.0	-15.0	-16.0	45.0	87.0	380.0	249.0	
950622399823	54.0	-227.0	163.0	873.0	79.0	9.0	7.0	28.0	
950623724584	22.0	-239.0	123.0	931.0	1112.0	2460.0	1879.0	6267.0	
950625397423	1815.0	704.0	156.0	50.0	-23.0	-42.0	-35.0	-10.0	
950625752182	-24.0	12.0	93.0	881.0	-10.0	5.0	44.0	-9.0	
950625979506	-6.0	30.0	13.0	13.0	215.0	61.0	17.0	36.0	
950626004458	205.0	344.0	534.0	1356.0	8085.0	1788.0	479.0	160.0	
950626530885	5252.0	1200.0	355.0	152.0	172.0	792.0	967.0	221.0	
950626746147	6.0	26.0	30.0	6.0	424.0	1496.0	621.0	145.0	
950629511617	-2.0	0.0	-54.0	-53.0	264.0	857.0	138.0	56.0	
950630008372	-14.0	-38.0	-19.0	5.0	13.0	-18.0	-23.0	5.0	
950631885720	1246.0	162.0	19.0	-17.0	357.0	1828.0	815.0	204.0	
950632643492	991.0	222.0	138.0	62.0	137.0	361.0	1365.0	2581.0	
950633372712	32.0	29.0	12.0	57.0	-11.0	-209.0	-219.0	-75.0	
950635519347	88.0	34.0	117.0	461.0	143.0	-219.0	-217.0	4.0	
950637491515	8212.0	-17342.0	30330.0	8934.0	30.0	-212.0	-211.0	528.0	
950640544596	-28.0	-9.0	-4.0	0.0	275.0	-211.0	-213.0	96.0	
950640801254	49.0	47.0	22.0	62.0	256.0	1215.0	957.0	204.0	
950641161630	3.0	-15.0	-8.0	-14.0	147.0	1121.0	189.0	45.0	
950641366972	867.0	1504.0	241.0	70.0	147.0	205.0	153.0	112.0	
950641697532	-36.0	-37.0	-44.0	-3.0	27.0	-6.0	20.0	8.0	
950641879718	-16.0	27.0	136.0	1301.0	1701.0	347.0	192.0	170.0	
950642401393	56.0	70.0	771.0	118.0	152.0	334.0	3187.0	469.0	
950643084788	-38.0	4.0	13.0	-6.0	255.0	141.0	102.0	77.0	
950644050661	92.0	341.0	513.0	115.0	10.0	-3.0	-24.0	-2.0	
950644415360	12.0	27.0	10.0	48.0	1006.0	339.0	137.0	51.0	
950645026079	148.0	671.0	873.0	208.0	-12.0	-19.0	-26.0	-2.0	
950645798659	-70.0	-2.0	35.0	27.0	442.0	115.0	36.0	9.0	
950646925987	-26.0	-6.0	-6.0	-12.0	147.0	34.0	-11.0	-32.0	
950647457858	-33.0	-9.0	-10.0	-13.0	41.0	53.0	221.0	1863.0	
950647877160	17.0	28.0	119.0	809.0	82.0	375.0	2658.0	306.0	
950649891254	22.0	-13.0	3.0	3.0	576.0	149.0	80.0	6.0	
950651330543	50.0	105.0	190.0	751.0	1097.0	259.0	76.0	59.0	
950651845939	34.0	4.0	17.0	13.0	1742.0	322.0	88.0	29.0	
950652366677	52.0	2.0	-5.0	9.0	36.0	-4.0	-6.0	9.0	
950655535109	-7.0	5.0	6.0	-16.0	111.0	0.0	-162.0	-85.0	
950655597449	54.0	29.0	-11.0	0.0	505.0	1580.0	212.0	63.0	
950656129167	20.0	-18.0	46.0	30.0	211.0	309.0	1314.0	396.0	
950657693529	13.0	71.0	89.0	182.0	225.0	92.0	64.0	77.0	
950658533595	51.0	36.0	40.0	138.0	334.0	106.0	33.0	35.0	
950659639681	19.0	18.0	37.0	838.0	90.0	22.0	7.0	-3.0	
950660491019	9.0	22.0	20.0	12.0	2477.0	432.0	126.0	18.0	
950661226065	16.0	15.0	32.0	26.0	11.0	-4.0	8.0	4.0	
950662639007	123.0	262.0	863.0	4691.0	3229.0	1511.0	405.0	162.0	
950663073272	12.0	-2.0	-3.0	-17.0	19.0	39.0	159.0	968.0	
950664130707	-44.0	-5.0	68.0	797.0	97.0	61.0	19.0	-18.0	
950664520087	5.0	158.0	786.0	112.0	59.0	123.0	424.0	1118.0	
950668546164	87.0	327.0	45.0	8.0	145.0	24.0	17.0	9.0	
950670086111	28.0	35.0	211.0	938.0	544.0	1703.0	7453.0	5833.0	
950670160756	6.0	9.0	-8.0	43.0	156.0	140.0	153.0	111.0	
950670618509	-27.0	-1.0	21.0	-13.0	79.0	16.0	-10.0	-19.0	
950671268852	19.0	78.0	111.0	899.0	160.0	212.0	212.0	256.0	
950672137979	-19.0	16.0	-9.0	19.0	276.0	89.0	49.0	29.0	
950672387947	5934.0	1484.0	631.0	381.0	62.0	105.0	425.0	425.0	
950672847270	-20.0	-14.0	-1.0	-12.0	8.0	76.0	343.0	698.0	
950673482237	72.0	593.0	137.0	53.0	241.0	254.0	240.0	187.0	
950674230334	-42.0	-31.0	-22.0	-13.0	35.0	13.0	-13.0	-21.0	
950674617961	14.0	41.0	88.0	922.0	23.0	14.0	95.0	448.0	
950675097733	-6.0	-22.0	-11.0	30.0	108.0	355.0	2204.0	613.0	
950675458038	107.0	401.0	962.0	188.0	208.0	67.0	31.0	11.0	
950678692903	-20.0	8.0	10.0	-2.0	1114.0	222.0	63.0	12.0	
950678897951	25.0	36.0	131.0	873.0	116.0	18.0	-3.0	4.0	
950680866546	-120.0	-64.0	-74.0	-83.0	1531.0	281.0	70.0	67.0	
950681706526	114.0	170.0	690.0	2547.0	59.0	138.0	382.0	1820.0	
950681786324	9.0	53.0	76.0	556.0	33.0	16.0	12.0	18.0	
950682863044	18.0	50.0	35.0	39.0	412.0	78.0	45.0	9.0	
950684699539	440.0	116.0	21.0	16.0	3.0	-27.0	-4.0	-12.0	
950685398562	31.0	31.0	122.0	773.0	155.0	46.0	14.0	-6.0	
950686739422	1407.0	882.0	221.0	41.0	1300.0	3962.0	1158.0	275.0	
950687051952	71.0	45.0	49.0	58.0	108.0	23.0	5.0	18.0	
950687376281	201.0	239.0	315.0	353.0	1714.0	939.0	164.0	35.0	
950687533045	-10.0	-57.0	-1.0	0.0	6.0	-15.0	-17.0	1.0	
950687989335	9.0	0.0	-6.0	-1.0	684.0	127.0	25.0	5.0	
950688045073	22.0	89.0	140.0	799.0	52.0	179.0	571.0	1659.0	
950688888750	45.0	22.0	60.0	71.0	19.0	-12.0	29.0	-14.0	
950689243321	4.0	17.0	-10.0	-22.0	164.0	65.0	30.0	34.0	
950692626370	13.0	-7.0	101.0	847.0	95.0	43.0	-14.0	-35.0	
950692877526	-54.0	-32.0	3.0	-18.0	469.0	156.0	89.0	79.0	
950693416674	84.0	766.0	415.0	92.0	63.0	77.0	179.0	801.0	
950693563614	41.0	2.0	14.0	38.0	529.0	819.0	164.0	61.0	
950695283664	-10.0	15.0	24.0	-5.0	354.0	76.0	49.0	4.0	
950695354484	24.0	44.0	114.0	575.0	317.0	1243.0	2299.0	431.0	
950695421558	10.0	8.0	22.0	30.0	271.0	262.0	261.0	229.0	
950696513956	1605.0	519.0	158.0	23.0	767.0	244.0	128.0	59.0	
950696616001	274.0	967.0	5848.0	2899.0	301.0	69.0	7.0	-20.0	
950697421880	-8.0	-4.0	-4.0	-16.0	17.0	-1.0	-3.0	-13.0	
950697576491	4.0	17.0	58.0	242.0	9930.0	4668.0	1231.0	592.0	
950697867125	704.0	226.0	98.0	17.0	574.0	171.0	72.0	44.0	
950697942374	-27.0	9.0	28.0	-2.0	100.0	520.0	793.0	151.0	
950698140224	836.0	272.0	120.0	107.0	163.0	1529.0	168.0	-6.0	
950700455176	968.0	838.0	327.0	414.0	109.0	97.0	237.0	340.0	
950700732099	53.0	18.0	42.0	-1.0	449.0	1371.0	5931.0	4345.0	
950700923412	-30.0	50.0	73.0	744.0	167.0	57.0	52.0	4.0	
950701413808	-40.0	-34.0	-16.0	-16.0	453.0	1593.0	192.0	26.0	
950701512936	31.0	57.0	142.0	876.0	224.0	55.0	15.0	-10.0	
950701606258	53.0	115.0	546.0	480.0	3920.0	3231.0	745.0	245.0	
950702075734	42.0	45.0	48.0	22.0	-8.0	-19.0	-41.0	-16.0	
950703248381	-21.0	1.0	34.0	18.0	-6.0	28.0	26.0	41.0	
950706246595	2.0	23.0	39.0	73.0	46.0	200.0	883.0	128.0	
950706332540	-5.0	-12.0	0.0	7.0	32.0	4.0	-3.0	17.0	
950706416747	232.0	850.0	927.0	247.0	112.0	65.0	38.0	29.0	
950706638535	47.0	26.0	19.0	-227.0	100.0	55.0	22.0	50.0	
950707949921	20.0	5.0	41.0	-214.0	83.0	309.0	1407.0	1101.0	
950708476669	56.0	18.0	-1.0	-204.0	167.0	67.0	7.0	38.0	
950709148953	-6.0	6.0	59.0	193.0	2388.0	1054.0	258.0	95.0	
950710441021	-30.0	-27.0	1.0	21.0	508.0	84.0	59.0	2.0	
950711157954	126.0	717.0	985.0	170.0	2561.0	3228.0	819.0	228.0	
950712717651	-2.0	-19.0	-45.0	-19.0	780.0	194.0	13.0	26.0	
950713618086	-29.0	41.0	-12.0	-28.0	63.0	15.0	11.0	38.0	
950713838128	199.0	242.0	109.0	101.0	837.0	260.0	83.0	55.0	
950714188449	6.0	-12.0	10.0	-10.0	1217.0	3522.0	2593.0	558.0	
950715933658	34.0	67.0	58.0	48.0	201.0	47.0	3.0	2.0	
950716448070	22.0	44.0	90.0	874.0	107.0	383.0	1528.0	5280.0	
950717917513	54.0	20.0	17.0	4.0	2018.0	567.0	177.0	54.0	
950718514755	18.0	14.0	5.0	28.0	-17.0	35.0	175.0	1507.0	
950720010407	15.0	43.0	138.0	800.0	212.0	700.0	4894.0	886.0	
950720787031	1.0	15.0	-6.0	-6.0	24.0	23.0	-6.0	20.0	
950721156483	0.0	28.0	120.0	369.0	189.0	-373.0	200.0	203.0	
950721892991	-7.0	23.0	-28.0	-51.0	-21.0	21.0	6.0	6.0	
950722563957	48.0	84.0	91.0	147.0	28.0	181.0	211.0	35.0	
950722714555	1.0	-22.0	7.0	9.0	65.0	263.0	1222.0	168.0	
950723789725	8.0	35.0	13.0	23.0	716.0	172.0	44.0	22.0	
950724154604	-37.0	-14.0	-51.0	-59.0	4.0	-12.0	-17.0	-23.0	
950725566771	62.0	19.0	65.0	50.0	163.0	37.0	19.0	6.0	
950727037824	19.0	38.0	21.0	54.0	455.0	116.0	54.0	-8.0	
950729305790	-28.0	-19.0	-10.0	-34.0	179.0	395.0	85.0	32.0	
950730017423	4.0	34.0	62.0	407.0	7311.0	1759.0	819.0	508.0	
950732161023	16.0	13.0	111.0	880.0	166.0	41.0	0.0	8.0	
950733130814	126.0	885.0	630.0	160.0	417.0	140.0	123.0	125.0	
950734963785	13.0	38.0	113.0	893.0	13.0	43.0	189.0	561.0	
950735938654	-24.0	21.0	6.0	-16.0	10.0	63.0	203.0	1223.0	
950737977972	-7.0	292.0	119.0	48.0	-23.0	-42.0	74.0	123.0	
950742961478	10.0	132.0	392.0	2464.0	563.0	495.0	461.0	341.0	
950743927765	0.0	-10.0	-43.0	-59.0	139.0	946.0	217.0	73.0	
950743992875	-4.0	-23.0	-6.0	-9.0	-14.0	-1.0	81.0	693.0	
950744521524	-17.0	-6.0	116.0	926.0	816.0	331.0	98.0	83.0	
950744825240	27.0	62.0	20.0	34.0	329.0	564.0	160.0	60.0	
950745354006	49.0	20.0	37.0	6.0	56.0	108.0	300.0	1605.0	
950745442399	533.0	1536.0	682.0	197.0	2.0	-5.0	2.0	-30.0	
950745677068	45.0	39.0	153.0	537.0	19.0	3.0	17.0	26.0	
950745971442	130.0	480.0	2538.0	360.0	275.0	1414.0	629.0	168.0	
950746580419	-7.0	13.0	81.0	899.0	57.0	241.0	1680.0	210.0	
950747190722	34.0	23.0	114.0	769.0	144.0	43.0	-1.0	12.0	
950747626781	4720.0	722.0	172.0	83.0	122.0	9.0	-3.0	-39.0	
950748384961	32.0	0.0	29.0	33.0	854.0	95.0	9.0	28.0	
950748438749	-3.0	-8.0	5.0	-14.0	22.0	48.0	128.0	413.0	
950749381199	62.0	75.0	112.0	868.0	213.0	95.0	69.0	49.0	
950749903020	622.0	287.0	242.0	212.0	-199.0	-208.0	25226.0	13598.0	
950751058393	-92.0	-5.0	-29.0	-2.0	768.0	184.0	51.0	7.0	
950751888078	36.0	26.0	37.0	2.0	510.0	139.0	57.0	7.0	
950754439812	41.0	-31.0	-39.0	-6.0	349.0	100.0	58.0	4.0	
950755067012	2.0	29.0	111.0	790.0	181.0	39.0	10.0	-20.0	
950755941399	-9.0	-39.0	-6.0	16.0	11.0	18.0	99.0	83.0	
950756531013	404.0	1194.0	2935.0	4848.0	-5.0	12.0	8.0	-5.0	
950758811096	-15.0	91.0	159.0	443.0	40.0	-3.0	122.0	483.0	
950760074715	189.0	682.0	671.0	268.0	-16.0	-26.0	0.0	-19.0	
950761268595	1458.0	230.0	106.0	63.0	-41.0	22.0	57.0	25.0	
950763518552	2.0	-24.0	-27.0	-2.0	338.0	77.0	-7.0	10.0	
950763819320	-7.0	-13.0	14.0	36.0	35.0	23.0	34.0	11.0	
950766583375	32.0	3.0	126.0	905.0	-20.0	-28.0	-1.0	-25.0	
950770275442	-10.0	-18.0	33.0	15.0	-16.0	2.0	-9.0	-10.0	
950774171128	154.0	813.0	1467.0	986.0	42.0	68.0	194.0	757.0	
950774436744	-8.0	1.0	0.0	30.0	-1.0	34.0	18.0	-5.0	
950774543190	98.0	-36.0	22.0	66.0	1102.0	226.0	33.0	-6.0	
950774846848	92.0	17.0	42.0	161.0	90.0	352.0	1532.0	1187.0	
950775284153	3.0	14.0	104.0	797.0	421.0	79.0	8.0	-21.0	
950775755209	669.0	2430.0	8328.0	1501.0	1147.0	342.0	129.0	58.0	
950776999926	72.0	32.0	25.0	25.0	33.0	-1.0	13.0	27.0	
950778791482	-51.0	-1.0	148.0	766.0	8507.0	5804.0	1353.0	561.0	
950780007875	41.0	-15.0	7.0	14.0	186.0	200.0	421.0	1077.0	
950780423149	0.0	31.0	236.0	1151.0	71.0	154.0	511.0	2093.0	
950780473024	27.0	3.0	2.0	3.0	12.0	-22.0	12.0	27.0	
950780900986	-11.0	42.0	97.0	911.0	799.0	270.0	128.0	90.0	
950783108216	340.0	1003.0	1014.0	230.0	3707.0	366.0	102.0	50.0	
950783395861	-19.0	-4.0	18.0	-20.0	14.0	111.0	464.0	3364.0	
950784665545	88.0	290.0	2161.0	341.0	103.0	98.0	99.0	59.0	
950787806867	2926.0	600.0	190.0	72.0	15.0	16.0	-11.0	-25.0	
950790068751	-33.0	16.0	77.0	864.0	109.0	336.0	1711.0	586.0	
950791051709	49.0	38.0	90.0	138.0	361.0	308.0	269.0	211.0	
950795335029	-66.0	-44.0	-14.0	-16.0	5500.0	2124.0	540.0	171.0	
950795674925	-2.0	-24.0	27.0	43.0	122.0	231.0	644.0	3651.0	
950795841453	5.0	-13.0	-25.0	-13.0	3401.0	817.0	260.0	99.0	
950795952359	9.0	0.0	52.0	240.0	2030.0	231.0	141.0	105.0	
950796694251	52.0	104.0	183.0	624.0	-3.0	26.0	125.0	165.0	
950796855718	-38.0	-13.0	-22.0	-24.0	3370.0	25400.0	5353.0	5260.0	
950798825025	35.0	190.0	707.0	1488.0	134.0	385.0	1148.0	4791.0	
950800287885	276.0	95.0	24.0	41.0	1161.0	206.0	77.0	28.0	
950801036266	-1.0	12.0	86.0	846.0	66.0	97.0	363.0	129.0	
950802281628	290.0	1083.0	1284.0	323.0	222.0	32.0	-10.0	-16.0	
950803577736	-5.0	-25.0	-49.0	-3.0	263.0	847.0	193.0	529.0	
950803716832	15.0	54.0	13.0	17.0	543.0	859.0	131.0	86.0	
950804464776	550.0	4232.0	765.0	207.0	531.0	380.0	179.0	71.0	
950804613813	30.0	-33.0	-36.0	-48.0	248.0	124.0	74.0	59.0	
950804742069	66.0	328.0	847.0	122.0	663.0	153.0	59.0	2.0	
950807360161	-35.0	-9.0	-34.0	3.0	182.0	371.0	1603.0	1979.0	
950808434789	119.0	270.0	911.0	2895.0	1968.0	11348.0	5345.0	1231.0	
950809081409	23.0	24.0	2.0	5.0	-12.0	4.0	-10.0	-12.0	
950810325255	26.0	41.0	110.0	792.0	60.0	19.0	24.0	55.0	
950810896922	-7.0	15.0	98.0	833.0	277.0	85.0	28.0	17.0	
950811726720	2750.0	492.0	154.0	58.0	27.0	60.0	455.0	294.0	
950813039420	14.0	19.0	19.0	51.0	308.0	810.0	1132.0	217.0	
950813378888	369.0	2769.0	600.0	185.0	175.0	1011.0	484.0	112.0	
950814008848	-53.0	0.0	8.0	-34.0	17.0	18.0	10.0	37.0	
950814039797	-18.0	-6.0	116.0	883.0	404.0	1467.0	2474.0	507.0	
950816225930	-1.0	26.0	23.0	-17.0	1638.0	745.0	354.0	764.0	
950816724218	-4.0	-6.0	22.0	12.0	585.0	1398.0	3567.0	1087.0	
950817067332	-1.0	5.0	121.0	885.0	93.0	89.0	207.0	225.0	
950817097265	39.0	2.0	-37.0	-8.0	163.0	27.0	8.0	-3.0	
950817517512	3.0	13.0	132.0	901.0	572.0	293.0	151.0	69.0	
950819039558	242.0	636.0	156.0	55.0	-10.0	49.0	139.0	535.0	
950819917229	-43.0	-14.0	-219.0	-34.0	120.0	40.0	6.0	11.0	
950820148543	-4.0	-27.0	-207.0	-19.0	352.0	163.0	59.0	26.0	
950821137064	58.0	29.0	12.0	24.0	2335.0	866.0	218.0	103.0	
950821391977	-7.0	-16.0	-13.0	-3.0	490.0	220.0	66.0	41.0	
950821730325	13.0	64.0	364.0	409.0	58.0	209.0	1403.0	358.0	
950825436216	-16.0	20.0	-2.0	-8.0	277.0	126.0	49.0	65.0	
950827395787	652.0	2008.0	12805.0	6675.0	2918.0	3395.0	7806.0	4604.0	
950827648561	1.0	-19.0	-20.0	-11.0	24.0	10.0	43.0	47.0	
950829108957	87.0	361.0	2252.0	660.0	21.0	-2.0	48.0	-10.0	
950830406324	115.0	348.0	2469.0	338.0	737.0	828.0	753.0	612.0	
950830829047	59.0	49.0	39.0	43.0	17.0	7.0	-3.0	3.0	
950832410919	8.0	-7.0	18.0	16.0	1032.0	896.0	761.0	548.0	
950833466378	1581.0	255.0	71.0	39.0	375.0	156.0	118.0	61.0	
950834753816	-26.0	26.0	89.0	880.0	14.0	49.0	208.0	690.0	
950836554247	6267.0	1140.0	369.0	124.0	177.0	61.0	29.0	-2.0	
950837652191	7.0	41.0	124.0	886.0	190.0	38.0	33.0	51.0	
950838769423	74.0	16.0	58.0	14.0	203.0	48.0	17.0	8.0	
950839966549	7.0	29.0	51.0	-16.0	1636.0	355.0	125.0	76.0	
950840404738	-1.0	9.0	18.0	32.0	6.0	2.0	-31.0	-51.0	
950841235644	81.0	-587.0	100.0	94.0	213.0	179.0	154.0	109.0	
950841773360	35.0	22.0	34.0	3.0	615.0	3547.0	1226.0	297.0	
950841787989	46.0	8.0	1.0	6.0	152.0	62.0	-30.0	-31.0	
950842006887	162.0	506.0	2285.0	310.0	24.0	69.0	236.0	999.0	
950842686058	-16.0	-6.0	-14.0	-20.0	144.0	689.0	633.0	145.0	
950842922316	23.0	37.0	1.0	-16.0	916.0	1878.0	397.0	208.0	
950843973831	20.0	50.0	113.0	636.0	20.0	34.0	20.0	21.0	
950844456944	220.0	1514.0	582.0	149.0	98.0	621.0	981.0	110.0	
950844757800	405.0	2398.0	3975.0	1109.0	145.0	887.0	312.0	56.0	
950845740218	-16.0	32.0	-15.0	11.0	174.0	35.0	59.0	47.0	
950846787124	48.0	158.0	142.0	31.0	-213.0	173.0	414.0	1030.0	
950847741277	12.0	15.0	-2.0	-15.0	2337.0	701.0	247.0	84.0	
950848500188	350.0	757.0	132.0	58.0	19.0	2.0	0.0	10.0	
950848515809	-7.0	-34.0	-5.0	1.0	153.0	79.0	51.0	40.0	
950850271350	764.0	2448.0	408.0	135.0	71.0	165.0	496.0	2715.0	
950851903536	-12.0	11.0	97.0	887.0	1067.0	458.0	121.0	35.0	
950851975446	18500.0	4520.0	1531.0	897.0	135.0	-676.0	179.0	231.0	
950852059653	-71.0	33.0	67.0	380.0	188.0	1483.0	250.0	43.0	
950852160280	-14.0	28.0	21.0	14.0	1908.0	1683.0	1366.0	1027.0	
950852188022	-42.0	8.0	0.0	-57.0	64.0	133.0	556.0	603.0	
950852416564	299.0	67.0	3.0	9.0	79.0	97.0	158.0	432.0	
950853033487	-24.0	2.0	104.0	306.0	1355.0	182.0	50.0	38.0	
950855756361	-17.0	-4.0	95.0	870.0	-8.0	-16.0	-11.0	-37.0	
950856020465	2950.0	389.0	204.0	164.0	83.0	209.0	930.0	385.0	
950856652575	628.0	481.0	1060.0	811.0	147.0	758.0	325.0	95.0	
